Cod.;Nome;Fornecedor;Valor Unit.;Prazo recarga;Prazo cart�o novo;UF;Cidade;Data Tarifa
18274;Riocard (Semove) - 0 - 724I - Pavuna - Vale do Ipê - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18275;Riocard (Semove) - 0 - 722I - Pavuna - Sargento Roncali (via Vila Pauline) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18276;Riocard (Semove) - 0 - 496I - Pavuna - Santa Tereza - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18277;Riocard (Semove) - 0 - 497I - Pavuna - Bom Pastor (via Coelho Branco) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18278;Riocard (Semove) - 0 - 438I - Duque de Caxias - Jardim Botânico - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18279;Riocard (Semove) - 0 - 110I - Duque de Caxias - São João de Meriti (V.Jd.Metrópole) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18280;Riocard (Semove) - 0 - 109I - Duque de Caxias - São João de Meriti (via Vilar Teles) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18281;Riocard (Semove) - 0 - 451T - Duque de Caxias - Campo Grande (via Eden) - SA;Riocard (Semove);10,40;3;7;RJ;Rio de Janeiro;01/12/2025
18282;Riocard (Semove) - 1 - Duque de Caxias - Nilópolis - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18283;Riocard (Semove) - 2 - Nilópolis - Campo Grande - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18284;Riocard (Semove) - 0 - 120T - Duque de Caxias - Itaguaí (via Nova Iguaçu) - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18285;Riocard (Semove) - 0 - 111C - Duque de Caxias - Central (via Vigário Geral) - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18286;Riocard (Semove) - 0 - 113C - Duque de Caxias - Cidade Universitária - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18287;Riocard (Semove) - 0 - 2111C - Duque de Caxias - Candelária (via Vigário Geral) - AC;Riocard (Semove);27,80;3;7;RJ;Rio de Janeiro;01/12/2025
18288;Riocard (Semove) - 0 - 112C - Duque de Caxias - Central (via Linha Vermelha/Av. Brasil) - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18289;Riocard (Semove) - 0 - 1111C - Duque de Caxias - Central (via Linha Vermelha/Av. Brasil) - A;Riocard (Semove);10,70;3;7;RJ;Rio de Janeiro;01/12/2025
18290;Riocard (Semove) - 0 - 2950C - Duque de Caxias - Castelo (via 25 de Agosto) - AC;Riocard (Semove);27,80;3;7;RJ;Rio de Janeiro;01/12/2025
18291;Riocard (Semove) - 0 - 2951C - Duque de Caxias - Castelo (via 25 de Agosto/Itatiaia) - AC;Riocard (Semove);27,80;3;7;RJ;Rio de Janeiro;01/12/2025
18292;Riocard (Semove) - 0 - 415C - Jardim Leal - Central (via Gramacho) - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18293;Riocard (Semove) - 0 - 1415C - Jardim Leal - Central (via Gramacho) - A;Riocard (Semove);10,70;3;7;RJ;Rio de Janeiro;01/12/2025
18294;Riocard (Semove) - 0 - 419C - Jardim Leal - Cidade Univercitária (via Gramacho) - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18295;Riocard (Semove) - 0 - 439I - Nilópolis - Mesquita - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18296;Riocard (Semove) - 0 - 431I - Nilópolis - Nova Iguaçu - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18297;Riocard (Semove) - 0 - 180I - Nova Iguaçu - Japeri (via Engenheiro Pedreira) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18298;Riocard (Semove) - 0 - 480I - Nova Iguaçu - Parque Industrial - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18299;Riocard (Semove) - 0 - 113B - Nova Iguaçu - Central (via Plínio Casado) - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18300;Riocard (Semove) - 0 - 442B - Cabuçu - Central - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18301;Riocard (Semove) - 0 - 122B - Comendador Soares - Central (via Rua Barros Júnior) - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18302;Riocard (Semove) - 0 - 118B - Nova Iguaçu - Candelária - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18303;Riocard (Semove) - 0 - 134B - Nova Iguaçu - Vila Isabel (via Shopping Iguatemi) - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18304;Riocard (Semove) - 0 - 703B - Comendador Soares - Mercado São Sebastião - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18305;Riocard (Semove) - 0 - 114B - Nova Iguaçu - Central (via Vila Nova) - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18306;Riocard (Semove) - 0 - 1955B - Nova Iguaçu - Castelo (via Plínio Casado) - A;Riocard (Semove);31,65;3;7;RJ;Rio de Janeiro;01/12/2025
18307;Riocard (Semove) - 0 - 1956B - Cabuçu - Castelo (via Plínio Casado) - A;Riocard (Semove);31,65;3;7;RJ;Rio de Janeiro;01/12/2025
18308;Riocard (Semove) - 0 - 1960B - Nova Iguaçu - Castelo (via Vila Nova) - A;Riocard (Semove);31,65;3;7;RJ;Rio de Janeiro;01/12/2025
18309;Riocard (Semove) - 0 - 441B - Santa Sofia - Central - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18310;Riocard (Semove) - 0 - 444B - Cabuçu - Central (via Km 32) - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18311;Riocard (Semove) - 0 - 712L - Santa Sofia - Coelho Neto - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18312;Riocard (Semove) - 0 - 713B - Cabuçu - Coelho Neto - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18313;Riocard (Semove) - 0 - 112B - Central - Itaguaí - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18314;Riocard (Semove) - 0 - 113D - Itaguaí - Niterói - SAC;Riocard (Semove);17,95;3;7;RJ;Rio de Janeiro;01/12/2025
18315;Riocard (Semove) - 0 - 442L - Itaguaí - Coelho Neto - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18316;Riocard (Semove) - - Deodoro - Itaguaí - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18317;Riocard (Semove) - 0 - 738P - Campo Grande - Ilha da Madeira - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18318;Riocard (Semove) - 0 - 436S - Itaguaí - Santa Sofia - SA;Riocard (Semove);6,35;3;7;RJ;Rio de Janeiro;01/12/2025
18319;Riocard (Semove) - 0 - 438P - Cacaria - Seropédica - SA;Riocard (Semove);6,25;3;7;RJ;Rio de Janeiro;01/12/2025
18320;Riocard (Semove) - 0 - 739P - Campo Grande - Santa Sofia - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18321;Riocard (Semove) - 0 - 737P - Campo Grande - Campo Lindo - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18322;Riocard (Semove) - 0 - 437P - Campo Lindo - Paracambi - SA;Riocard (Semove);6,35;3;7;RJ;Rio de Janeiro;01/12/2025
18323;Riocard (Semove) - 0 - 426P - Itaguaí - Cesarão - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18324;Riocard (Semove) - 0 - 430P - Chaperó - Santa Cruz - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18325;Riocard (Semove) - 0 - 665I - Nova Iguaçu - Vila Emil (via Cosmorama) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18326;Riocard (Semove) - 0 - 656I - Nova Iguaçu - Jacutinga (via Pindorama) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18327;Riocard (Semove) - 0 - 657I - Nova Iguaçu - Jacutinga (via Delfina Borges) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18328;Riocard (Semove) - 0 - 703D - Santa Rosa - Vila Isabel (via PPCS) - SA;Riocard (Semove);12,65;3;7;RJ;Rio de Janeiro;01/12/2025
18329;Riocard (Semove) - 0 - 750D - Santa Rosa - Estácio - SA;Riocard (Semove);10,40;3;7;RJ;Rio de Janeiro;01/12/2025
18330;Riocard (Semove) - 0 - 709D - Charitas - Castelo (via Icaraí) - SA;Riocard (Semove);10,40;3;7;RJ;Rio de Janeiro;01/12/2025
18331;Riocard (Semove) - 0 - 570D - Santa Rosa - Passeio - SA;Riocard (Semove);10,40;3;7;RJ;Rio de Janeiro;01/12/2025
18332;Riocard (Semove) - 0 - 440B - Queimados - Central - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18333;Riocard (Semove) - 0 - 451B - Engenheiro Pedreira - Central - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18334;Riocard (Semove) - 0 - 452B - Vila Camorim - Central - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18335;Riocard (Semove) - 0 - 1440B - Queimados - Praça Mauá - A;Riocard (Semove);23,60;3;7;RJ;Rio de Janeiro;01/12/2025
18336;Riocard (Semove) - 0 - 459B - Queimados - Penha - SA;Riocard (Semove);8,10;3;7;RJ;Rio de Janeiro;01/12/2025
18337;Riocard (Semove) - 0 - 515I - Queimados - Campo Alegre - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18338;Riocard (Semove) - 0 - 520I - Queimados - Cabuçu - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18339;Riocard (Semove) - 0 - 1906B - Paracambi - Castelo - A;Riocard (Semove);43,65;3;7;RJ;Rio de Janeiro;01/12/2025
18340;Riocard (Semove) - 0 - 1907B - Japeri - Castelo - A;Riocard (Semove);43,75;3;7;RJ;Rio de Janeiro;01/12/2025
18341;Riocard (Semove) - 0 - 193C - Paracambi - Central - SA;Riocard (Semove);17,95;3;7;RJ;Rio de Janeiro;01/12/2025
18342;Riocard (Semove) - 0 - 192C - Japeri - Central - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18343;Riocard (Semove) - 0 - 105P - Nova Iguaçu - Paracambi - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18344;Riocard (Semove) - 1 - Nova Iguaçu - Guandú - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18345;Riocard (Semove) - 2 - Queimados - Paracambi - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18346;Riocard (Semove) - 3 - Belvedere - Paracambi - SA;Riocard (Semove);6,35;3;7;RJ;Rio de Janeiro;01/12/2025
18347;Riocard (Semove) - 4 - Nova Iguaçu - Santo Expedito - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18348;Riocard (Semove) - 0 - 106P - Nova Iguaçu - Paracambi (via Lajes e Japeri) - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18349;Riocard (Semove) - 1 - Japeri - Nova Iguaçu - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18350;Riocard (Semove) - 2 - Japeri - Paracambi - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18351;Riocard (Semove) - 0 - 114I - Japeri - Seroédica - SAC;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18352;Riocard (Semove) - 0 - 592I - Japeri - Pavuna - SAC;Riocard (Semove);8,10;3;7;RJ;Rio de Janeiro;01/12/2025
18353;Riocard (Semove) - 0 - 593I - Engenheiro Pedreira - Pavuna - SAC;Riocard (Semove);8,10;3;7;RJ;Rio de Janeiro;01/12/2025
18354;Riocard (Semove) - 0 - 710I - Queimados - Pavuna - SAC;Riocard (Semove);8,10;3;7;RJ;Rio de Janeiro;01/12/2025
18355;Riocard (Semove) - 0 - S100 - Cantagalo - Cordeiro - SA;Riocard (Semove);4,75;3;7;RJ;Rio de Janeiro;01/12/2025
18356;Riocard (Semove) - 0 - Rio de Janeiro - Petrópolis - A;Riocard (Semove);38,80;3;7;RJ;Rio de Janeiro;01/12/2025
18357;Riocard (Semove) - 0 - Castelo - Itaipava - A;Riocard (Semove);53,50;3;7;RJ;Rio de Janeiro;01/12/2025
18358;Riocard (Semove) - 1 - Rio de Janeiro - Petrópolis - A;Riocard (Semove);38,30;3;7;RJ;Rio de Janeiro;01/12/2025
18359;Riocard (Semove) - 0 - Niterói - Petrópolis - A;Riocard (Semove);44,50;3;7;RJ;Rio de Janeiro;01/12/2025
18360;Riocard (Semove) - 1 - Niterói - Santa Cruz da Serra - A;Riocard (Semove);24,55;3;7;RJ;Rio de Janeiro;01/12/2025
18361;Riocard (Semove) - 2 - Santa Cruz da Serra - Petrópolis - A;Riocard (Semove);19,95;3;7;RJ;Rio de Janeiro;01/12/2025
18362;Riocard (Semove) - 3 - Santa Rosa - Duque de Caxias - A;Riocard (Semove);17,30;3;7;RJ;Rio de Janeiro;01/12/2025
18363;Riocard (Semove) - 0 - Campo Grande - Petrópolis - A;Riocard (Semove);50,05;3;7;RJ;Rio de Janeiro;01/12/2025
18364;Riocard (Semove) - 0 - Madureira - Petrópolis - A;Riocard (Semove);37,65;3;7;RJ;Rio de Janeiro;01/12/2025
18365;Riocard (Semove) - 1 - Santa Cruz da Serra - Petrópolis - A;Riocard (Semove);19,95;3;7;RJ;Rio de Janeiro;01/12/2025
18366;Riocard (Semove) - 2 - Santa Rosa - Duque de Caxias - A;Riocard (Semove);17,30;3;7;RJ;Rio de Janeiro;01/12/2025
18367;Riocard (Semove) - 0 - Castelo - Petrópolis - A;Riocard (Semove);62,20;3;7;RJ;Rio de Janeiro;01/12/2025
18368;Riocard (Semove) - 0 - 149N - Duque de Caxias - Petrópolis - SA;Riocard (Semove);21,40;3;7;RJ;Rio de Janeiro;01/12/2025
18369;Riocard (Semove) - 1 - Petrópolis - Santa Cruz da Serra - SA;Riocard (Semove);12,80;3;7;RJ;Rio de Janeiro;01/12/2025
18370;Riocard (Semove) - 2 - Santa Rosa - Duque de Caxias - SA;Riocard (Semove);12,90;3;7;RJ;Rio de Janeiro;01/12/2025
18371;Riocard (Semove) - 0 - Duque de Caxias - Petrópolis - A;Riocard (Semove);31,50;3;7;RJ;Rio de Janeiro;01/12/2025
18372;Riocard (Semove) - 0 - 148N - Nova Iguaçu - Petrópolis - SA;Riocard (Semove);27,15;3;7;RJ;Rio de Janeiro;01/12/2025
18373;Riocard (Semove) - 1 - 148N - Santa Cruz da Serra - Petrópolis - SA;Riocard (Semove);12,80;3;7;RJ;Rio de Janeiro;01/12/2025
18374;Riocard (Semove) - 2 - 148N - Santa Rosa - Duque de Caxias - SA;Riocard (Semove);12,90;3;7;RJ;Rio de Janeiro;01/12/2025
18375;Riocard (Semove) - 0 - Nova Iguaçu - Petrópolis - A;Riocard (Semove);39,20;3;7;RJ;Rio de Janeiro;01/12/2025
18376;Riocard (Semove) - 3 - Duque de Caxias - Petrópolis - A;Riocard (Semove);31,50;3;7;RJ;Rio de Janeiro;01/12/2025
18377;Riocard (Semove) - 0 - Castelo - Petrópolis (via Rodoviária Novo Rio) - AC;Riocard (Semove);62,20;3;7;RJ;Rio de Janeiro;01/12/2025
18378;Riocard (Semove) - 1 - Rio de Janeiro - Petrópolis - AC;Riocard (Semove);38,80;3;7;RJ;Rio de Janeiro;01/12/2025
18379;Riocard (Semove) - 0 - 122Q - Alcântara - Magé (via Itambi) - SA;Riocard (Semove);8,10;3;7;RJ;Rio de Janeiro;01/12/2025
18380;Riocard (Semove) - 1 - Itaboraí - Magé - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18381;Riocard (Semove) - 0 - 123Q - Magé - Itaboraí - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18382;Riocard (Semove) - 0 - 125Q - São Gonçalo - Aldeia da Prata - SA;Riocard (Semove);6,35;3;7;RJ;Rio de Janeiro;01/12/2025
18383;Riocard (Semove) - 0 - 121Q - Niterói - Magé (via Itambi) - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18384;Riocard (Semove) - 0 - 1121Q - Niterói - Magé (via Itambi) - A;Riocard (Semove);26,05;3;7;RJ;Rio de Janeiro;01/12/2025
18385;Riocard (Semove) - 0 - 603I - Magé - Nova Iguaçu - SA;Riocard (Semove);17,95;3;7;RJ;Rio de Janeiro;01/12/2025
18386;Riocard (Semove) - 6 - Nova Iguaçu - Terminal Rodoviário Shopping Center de Duque de - SA;Riocard (Semove);11,15;3;7;RJ;Rio de Janeiro;01/12/2025
18387;Riocard (Semove) - 0 - 511Q - Niterói - Imbariê (via Magé e Piabetá) - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18388;Riocard (Semove) - 1 - Niterói - Magé - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18389;Riocard (Semove) - 0 - 1930D - Niterói - Duque de Caxias (via PPCS) - A;Riocard (Semove);29,90;3;7;RJ;Rio de Janeiro;01/12/2025
18390;Riocard (Semove) - 0 - 141C - Niterói - Duque de Caxias (via PPCS) - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18391;Riocard (Semove) - 0 - 1931D - Duque de Caxias - São Gonçalo (via Dr. March) - A;Riocard (Semove);23,25;3;7;RJ;Rio de Janeiro;01/12/2025
18392;Riocard (Semove) - 0 - 144C - Duque de Caxias - São Gonçalo (via Dr. March) - SA;Riocard (Semove);14,15;3;7;RJ;Rio de Janeiro;01/12/2025
18393;Riocard (Semove) - 0 - 1940D - Niterói - Nova Iguaçu (via São João/PPCS) - A;Riocard (Semove);31,25;3;7;RJ;Rio de Janeiro;01/12/2025
18394;Riocard (Semove) - 1 - Niterói - São João de Meriti - A;Riocard (Semove);19,80;3;7;RJ;Rio de Janeiro;01/12/2025
18395;Riocard (Semove) - 0 - 143C - Niterói - Nova Iguaçu (via PPCS/S. J. Meriti) - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18396;Riocard (Semove) - 1 - Niterói - São João de Meriti - SA;Riocard (Semove);15,20;3;7;RJ;Rio de Janeiro;01/12/2025
18397;Riocard (Semove) - 0 - 1941D - Niterói - Nova Iguaçu (via PPCS/Dutra) - A;Riocard (Semove);31,25;3;7;RJ;Rio de Janeiro;01/12/2025
18398;Riocard (Semove) - 0 - 640I - Queimados - Engenheiro Pedreira (via Belmonte) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18399;Riocard (Semove) - 0 - 645I - Queimados - Engenheiro Pedreira (via Dutra) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18400;Riocard (Semove) - 0 - 585I - Nova Iguaçu - Jaceruba - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18401;Riocard (Semove) - 0 - 420T - Barra da Tijuca - Nilópolis (via Mesquita) - SA;Riocard (Semove);13,40;3;7;RJ;Rio de Janeiro;01/12/2025
18402;Riocard (Semove) - 0 - 175I - Queimados - Belford Roxo (via Dutra) - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18403;Riocard (Semove) - 0 - 606I - Queimados - Vilar dos Teles - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18404;Riocard (Semove) - 0 - 155I - Nova Iguaçu - Queimados (via Dutra) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18405;Riocard (Semove) - 0 - 607I - Nova Iguaçu - Bairro Paraíso - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18406;Riocard (Semove) - 0 - 608I - Nova Iguaçu - Nossa Senhora do Rosário - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18407;Riocard (Semove) - 0 - 605I - Austin - Queimados (via Guimarães) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18408;Riocard (Semove) - 0 - 610I - Austin - Queimados (via Inconfidência) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18409;Riocard (Semove) - 0 - 705I - Miguel Couto - Edson Passos (via Dutra e Av. Carlos Marques Rollo) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18410;Riocard (Semove) - 0 - MP70 - Governador Portela - Três Rios [Fábrica NEOBUS] (via KM 43/BR-116) - SA;Riocard (Semove);22,05;3;7;RJ;Rio de Janeiro;01/12/2025
18411;Riocard (Semove) - 2 - Governador Portela - Avelar - SA;Riocard (Semove);8,90;3;7;RJ;Rio de Janeiro;01/12/2025
18412;Riocard (Semove) - 3 - Avelar - Cavaru - SA;Riocard (Semove);5,55;3;7;RJ;Rio de Janeiro;01/12/2025
18413;Riocard (Semove) - 5 - Três Rios - Andrade Costa - SA;Riocard (Semove);6,90;3;7;RJ;Rio de Janeiro;01/12/2025
18414;Riocard (Semove) - 6 - Avelar - Três Rios - SA;Riocard (Semove);13,15;3;7;RJ;Rio de Janeiro;01/12/2025
18415;Riocard (Semove) - 0 - MP74 - Paty de Alferes - Japeri (via KM 43) - SA;Riocard (Semove);18,90;3;7;RJ;Rio de Janeiro;01/12/2025
18416;Riocard (Semove) - 1 - Paty do Alferes - Arcádia - SA;Riocard (Semove);9,25;3;7;RJ;Rio de Janeiro;01/12/2025
18417;Riocard (Semove) - 2 - Paty do Alferes - Conrado - SA;Riocard (Semove);11,95;3;7;RJ;Rio de Janeiro;01/12/2025
18418;Riocard (Semove) - 3 - Conrado - Japeri - SA;Riocard (Semove);7,90;3;7;RJ;Rio de Janeiro;01/12/2025
18419;Riocard (Semove) - 4 - Paty do Alferes - KM 43/BR-116 - SA;Riocard (Semove);23,00;3;7;RJ;Rio de Janeiro;01/12/2025
18420;Riocard (Semove) - 5 - Japeri - KM 43/BR-116 - SA;Riocard (Semove);4,10;3;7;RJ;Rio de Janeiro;01/12/2025
18421;Riocard (Semove) - 6 - Japeri - Paes Leme - SA;Riocard (Semove);5,00;3;7;RJ;Rio de Janeiro;01/12/2025
18422;Riocard (Semove) - 7 - Miguel Pereira - Japeri - SA;Riocard (Semove);16,10;3;7;RJ;Rio de Janeiro;01/12/2025
18423;Riocard (Semove) - 0 - P412 - Avelar - Governador Portela (via Vista Alegre) - SA;Riocard (Semove);6,85;3;7;RJ;Rio de Janeiro;01/12/2025
18424;Riocard (Semove) - 1 - Miguel Pereira - Vista Alegre - SA;Riocard (Semove);6,15;3;7;RJ;Rio de Janeiro;01/12/2025
18425;Riocard (Semove) - 2 - Avelar - Miguel Pereira - SA;Riocard (Semove);5,30;3;7;RJ;Rio de Janeiro;01/12/2025
18426;Riocard (Semove) - 3 - Governador Portela - Vista Alegre - SA;Riocard (Semove);7,70;3;7;RJ;Rio de Janeiro;01/12/2025
18427;Riocard (Semove) - 0 - P700 - Arcozelo - Governador Portela - SA;Riocard (Semove);6,10;3;7;RJ;Rio de Janeiro;01/12/2025
18428;Riocard (Semove) - 0 - 434L - Nova Iguaçu - Taquara - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18429;Riocard (Semove) - 0 - 412I - Seropédica - Pavuna - SAC;Riocard (Semove);11,15;3;7;RJ;Rio de Janeiro;01/12/2025
18430;Riocard (Semove) - 0 - 129B - Nilópolis - Central (via Vila Norma) - SA;Riocard (Semove);13,40;3;7;RJ;Rio de Janeiro;01/12/2025
18431;Riocard (Semove) - 0 - 516 I - Nilópolis - Km 2,5/BR-116 - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18432;Riocard (Semove) - 0 - Miguel Pereira - Petrópolis - A;Riocard (Semove);21,40;3;7;RJ;Rio de Janeiro;01/12/2025
18433;Riocard (Semove) - 1 - Miguel Pereira - Paty do Alferes - A;Riocard (Semove);4,35;3;7;RJ;Rio de Janeiro;01/12/2025
18434;Riocard (Semove) - 2 - Miguel Pereira - Sertão do Calixto - A;Riocard (Semove);6,60;3;7;RJ;Rio de Janeiro;01/12/2025
18435;Riocard (Semove) - 3 - Sertão do Calixto - Avelar - A;Riocard (Semove);5,30;3;7;RJ;Rio de Janeiro;01/12/2025
18436;Riocard (Semove) - 4 - Sertão do Calixto - Sardual - A;Riocard (Semove);6,60;3;7;RJ;Rio de Janeiro;01/12/2025
18437;Riocard (Semove) - 5 - Sardual - Pedro do Rio - A;Riocard (Semove);9,95;3;7;RJ;Rio de Janeiro;01/12/2025
18438;Riocard (Semove) - 0 - PS10 - Miguel Pereira - Vale das Videiras - SA;Riocard (Semove);7,30;3;7;RJ;Rio de Janeiro;01/12/2025
18439;Riocard (Semove) - 4 - Miguel Pereira - Coqueiros - SA;Riocard (Semove);5,70;3;7;RJ;Rio de Janeiro;01/12/2025
18440;Riocard (Semove) - 0 - 560I - Queimados - Jaceruba - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18441;Riocard (Semove) - 0 - 565I - Queimados - Japeri - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18442;Riocard (Semove) - 0 - 570I - Queimados - Santa Inês (via Sta Amélia e Maré Mansa) - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18443;Riocard (Semove) - 0 - 750I - Engenheiro Pedreira - Jaceruba - SA;Riocard (Semove);5,95;3;7;RJ;Rio de Janeiro;01/12/2025
18444;Riocard (Semove) - 0 - B130 - Macaé - Cabo Frio - SA;Riocard (Semove);33,35;3;7;RJ;Rio de Janeiro;01/12/2025
18445;Riocard (Semove) - 1 - Macaé - São Pedro da Aldeia - SA;Riocard (Semove);27,85;3;7;RJ;Rio de Janeiro;01/12/2025
18446;Riocard (Semove) - 2 - Rio das Ostras - São Pedro da Aldeia - SA;Riocard (Semove);16,40;3;7;RJ;Rio de Janeiro;01/12/2025
18447;Riocard (Semove) - 3 - Rio das Ostras - Cabo Frio - SA;Riocard (Semove);21,90;3;7;RJ;Rio de Janeiro;01/12/2025
18448;Riocard (Semove) - 4 - Barra de São João - Macaé - SA;Riocard (Semove);14,85;3;7;RJ;Rio de Janeiro;01/12/2025
18449;Riocard (Semove) - 5 - Cabo Frio - Unamar - SA;Riocard (Semove);16,40;3;7;RJ;Rio de Janeiro;01/12/2025
18450;Riocard (Semove) - 6 - Cabo Frio - Barra de São João - SA;Riocard (Semove);18,15;3;7;RJ;Rio de Janeiro;01/12/2025
